51,"Alexis Arquette",invalid,2013-12-15T11:37:55-08:00,2013-12-15T11:37:55-08:00
52,"Patricia Arquette",https://twitter.com/PattyArquette,2013-12-15T11:37:55-08:00,2013-12-15T11:37:55-08:00
53,"Rosanna Arquette",invalid,2013-12-15T11:37:55-08:00,2013-12-15T11:37:55-08:00
54,"Bea Arthur",invalid,2013-12-15T11:37:55-08:00,2013-12-15T11:37:55-08:00
55,"Jean Arthur",invalid,2013-12-15T11:37:55-08:00,2013-12-15T11:37:55-08:00
56,"Elizabeth Ashley",invalid,2013-12-15T11:37:55-08:00,2013-12-15T11:37:55-08:00
57,"Mary Astor",invalid,2013-12-15T11:37:55-08:00,2013-12-15T11:37:55-08:00
58,"Eden Atwood",invalid,2013-12-15T11:37:55-08:00,2013-12-15T11:37:55-08:00
59,"Margaret Avery",invalid,2013-12-15T11:37:55-08:00,2013-12-15T11:37:55-08:00
60,"Candice Azzara",invalid,2013-12-15T11:37:55-08:00,2013-12-15T11:37:55-08:00
61,"Lauren Bacall",invalid,2013-12-15T11:37:55-08:00,2013-12-15T11:37:55-08:00
62,"Barbara Bach",invalid,2013-12-15T11:37:55-08:00,2013-12-15T11:37:55-08:00
63,"Catherine Bach",https://twitter.com/_CatherineBach,2013-12-15T11:37:56-08:00,2013-12-15T11:37:56-08:00
64,"Mary Badham",invalid,2013-12-15T11:37:56-08:00,2013-12-15T11:37:56-08:00
65,"Pearl Bailey",invalid,2013-12-15T11:37:56-08:00,2013-12-15T11:37:56-08:00
66,"Fay Bainter",invalid,2013-12-15T11:37:56-08:00,2013-12-15T11:37:56-08:00
67,"Diora Baird",invalid,2013-12-15T11:37:56-08:00,2013-12-15T11:37:56-08:00
68,"Carroll Baker",invalid,2013-12-15T11:37:56-08:00,2013-12-15T11:37:56-08:00
69,"Kathy Baker",invalid,2013-12-15T11:37:56-08:00,2013-12-15T11:37:56-08:00
70,"LeighAllyn Baker",https://twitter.com/L_A_Baker,2013-12-15T11:37:56-08:00,2013-12-15T11:37:56-08:00
71,"Brenda Bakke",invalid,2013-12-15T11:37:56-08:00,2013-12-15T11:37:56-08:00
72,"Fairuza Balk",https://twitter.com/fairuza,2013-12-15T11:37:56-08:00,2013-12-15T11:37:56-08:00
73,"Lucille Ball",invalid,2013-12-15T11:37:56-08:00,2013-12-15T11:37:56-08:00
74,"Talia Balsam",invalid,2013-12-15T11:37:57-08:00,2013-12-15T11:37:57-08:00
75,"Anne Bancroft",invalid,2013-12-15T11:37:57-08:00,2013-12-15T11:37:57-08:00
76,"Tallulah Bankhead",invalid,2013-12-15T11:37:57-08:00,2013-12-15T11:37:57-08:00
77,"Elizabeth Banks",https://twitter.com/ElizabethBanks,2013-12-15T11:37:57-08:00,2013-12-15T11:37:57-08:00
78,"Tyra Banks",https://twitter.com/tyrabanks,2013-12-15T11:37:57-08:00,2013-12-15T11:37:57-08:00
79,"Christine Baranski",invalid,2013-12-15T11:37:57-08:00,2013-12-15T11:37:57-08:00
80,"Adrienne Barbeau",invalid,2013-12-15T11:37:57-08:00,2013-12-15T11:37:57-08:00
81,"Ellen Barkin",https://twitter.com/EllenBarkin,2013-12-15T11:37:57-08:00,2013-12-15T11:37:57-08:00
82,"Priscilla Barnes",invalid,2013-12-15T11:37:57-08:00,2013-12-15T11:37:57-08:00
83,"Majel Barrett",invalid,2013-12-15T11:37:57-08:00,2013-12-15T11:37:57-08:00
84,"Barbara Barrie",invalid,2013-12-15T11:37:57-08:00,2013-12-15T11:37:57-08:00
85,"Dana Barron",invalid,2013-12-15T11:37:58-08:00,2013-12-15T11:37:58-08:00
86,"Drew Barrymore",https://twitter.com/DrewBarrymore,2013-12-15T11:37:58-08:00,2013-12-15T11:37:58-08:00
87,"Ethel Barrymore",invalid,2013-12-15T11:37:58-08:00,2013-12-15T11:37:58-08:00
88,"Roseanne Barr",https://twitter.com/TheRealRoseanne,2013-12-15T11:37:58-08:00,2013-12-15T11:37:58-08:00
89,"Mischa Barton",https://twitter.com/MischAmazing,2013-12-15T11:37:58-08:00,2013-12-15T11:37:58-08:00
90,"Kim Basinger",invalid,2013-12-15T11:37:58-08:00,2013-12-15T11:37:58-08:00
91,"Angela Bassett",https://twitter.com/ImAngelaBassett,2013-12-15T11:37:58-08:00,2013-12-15T11:37:58-08:00
92,"Kathy Bates",https://twitter.com/MsKathyBates,2013-12-15T11:37:58-08:00,2013-12-15T11:37:58-08:00
93,"Cyia Batten",invalid,2013-12-15T11:37:58-08:00,2013-12-15T11:37:58-08:00
94,"Frances Bavier",invalid,2013-12-15T11:37:58-08:00,2013-12-15T11:37:58-08:00
95,"Anne Baxter",invalid,2013-12-15T11:37:58-08:00,2013-12-15T11:37:58-08:00
96,"Jennifer Beals",https://twitter.com/jenniferbeals,2013-12-15T11:37:58-08:00,2013-12-15T11:37:58-08:00
97,"Amanda Bearse",invalid,2013-12-15T11:37:59-08:00,2013-12-15T11:37:59-08:00
98,"Kimberly Beck",invalid,2013-12-15T11:37:59-08:00,2013-12-15T11:37:59-08:00
99,"Bonnie Bedelia",invalid,2013-12-15T11:37:59-08:00,2013-12-15T11:37:59-08:00
100,"Catherine Bell ",https://twitter.com/reallycb,2013-12-15T11:37:59-08:00,2013-12-15T11:37:59-08:00
101,"Kristen Bell",https://twitter.com/IMKristenBell,2013-12-15T11:37:59-08:00,2013-12-15T11:37:59-08:00
102,"Lake Bell",https://twitter.com/lakebell,2013-12-15T11:37:59-08:00,2013-12-15T11:37:59-08:00
103,"Camilla Belle",https://twitter.com/CamillaBelle,2013-12-15T11:37:59-08:00,2013-12-15T11:37:59-08:00
104,"Troian Bellisario",invalid,2013-12-15T11:37:59-08:00,2013-12-15T11:37:59-08:00
105,"Maria Bello",https://twitter.com/maria_bello,2013-12-15T11:37:59-08:00,2013-12-15T11:37:59-08:00
106,"Andrea Bendewald",invalid,2013-12-15T11:37:59-08:00,2013-12-15T11:37:59-08:00
107,"Annette Bening",invalid,2013-12-15T11:38:00-08:00,2013-12-15T11:38:00-08:00
108,"Amber Benson",https://twitter.com/amber_benson,2013-12-15T11:38:00-08:00,2013-12-15T11:38:00-08:00
109,"Ashley Benson",https://twitter.com/AshBenzo,2013-12-15T11:38:00-08:00,2013-12-15T11:38:00-08:00
110,"Julie Benz",https://twitter.com/juliebenz,2013-12-15T11:38:00-08:00,2013-12-15T11:38:00-08:00
111,"Candice Bergen",invalid,2013-12-15T11:38:00-08:00,2013-12-15T11:38:00-08:00
112,"Elizabeth Berkley",https://twitter.com/ElizBerkley,2013-12-15T11:38:00-08:00,2013-12-15T11:38:00-08:00
113,"Jeannie Berlin",invalid,2013-12-15T11:38:00-08:00,2013-12-15T11:38:00-08:00
114,"Crystal Bernard",invalid,2013-12-15T11:38:00-08:00,2013-12-15T11:38:00-08:00
115,"Sandra Bernhard",https://twitter.com/SandraBernhard,2013-12-15T11:38:00-08:00,2013-12-15T11:38:00-08:00
116,"Halle Berry",invalid,2013-12-15T11:38:00-08:00,2013-12-15T11:38:00-08:00
117,"Valerie Bertinelli",https://twitter.com/Wolfiesmom,2013-12-15T11:38:00-08:00,2013-12-15T11:38:00-08:00
118,"Angela Bettis",invalid,2013-12-15T11:38:01-08:00,2013-12-15T11:38:01-08:00
119,"Troy Beyer",invalid,2013-12-15T11:38:01-08:00,2013-12-15T11:38:01-08:00
120,"Leslie Bibb",https://twitter.com/mslesliebibb,2013-12-15T11:38:01-08:00,2013-12-15T11:38:01-08:00
121,"Jessica Biel",https://twitter.com/JessicaBiel,2013-12-15T11:38:01-08:00,2013-12-15T11:38:01-08:00
122,"Rachel Bilson",invalid,2013-12-15T11:38:01-08:00,2013-12-15T11:38:01-08:00
123,"Traci Bingham",invalid,2013-12-15T11:38:01-08:00,2013-12-15T11:38:01-08:00
124,"Thora Birch",invalid,2013-12-15T11:38:01-08:00,2013-12-15T11:38:01-08:00
125,"Kerry Bishe",invalid,2013-12-15T11:38:01-08:00,2013-12-15T11:38:01-08:00
126,"Summer Bishil",https://twitter.com/SummerBishil1,2013-12-15T11:38:01-08:00,2013-12-15T11:38:01-08:00
127,"Karen Black",invalid,2013-12-15T11:38:01-08:00,2013-12-15T11:38:01-08:00
128,"Betsy Blair",invalid,2013-12-15T11:38:01-08:00,2013-12-15T11:38:01-08:00
129,"Linda Blair",invalid,2013-12-15T11:38:01-08:00,2013-12-15T11:38:01-08:00
130,"Patricia Blair",invalid,2013-12-15T11:38:02-08:00,2013-12-15T11:38:02-08:00
131,"Selma Blair",https://twitter.com/SelmaBlair,2013-12-15T11:38:02-08:00,2013-12-15T11:38:02-08:00
132,"Amanda Blake",invalid,2013-12-15T11:38:02-08:00,2013-12-15T11:38:02-08:00
133,"Ronee Blakley",invalid,2013-12-15T11:38:02-08:00,2013-12-15T11:38:02-08:00
134,"Jolene Blalock",invalid,2013-12-15T11:38:02-08:00,2013-12-15T11:38:02-08:00
135,"Tammy Blanchard",invalid,2013-12-15T11:38:02-08:00,2013-12-15T11:38:02-08:00
136,"Alexis Bledel",https://twitter.com/alexisbledel,2013-12-15T11:38:02-08:00,2013-12-15T11:38:02-08:00
137,"Yasmine Bleeth",invalid,2013-12-15T11:38:02-08:00,2013-12-15T11:38:02-08:00
138,"Joan Blondell",invalid,2013-12-15T11:38:02-08:00,2013-12-15T11:38:02-08:00
139,"Nikki Blonsky",https://twitter.com/NikkiBlonsky,2013-12-15T11:38:02-08:00,2013-12-15T11:38:02-08:00
140,"Moon Bloodgood",invalid,2013-12-15T11:38:03-08:00,2013-12-15T11:38:03-08:00
141,"Ann Blyth",invalid,2013-12-15T11:38:03-08:00,2013-12-15T11:38:03-08:00
142,"Eleanor Boardman",invalid,2013-12-15T11:38:03-08:00,2013-12-15T11:38:03-08:00
143,"Mary Boland",invalid,2013-12-15T11:38:03-08:00,2013-12-15T11:38:03-08:00
144,"Julia Bond",invalid,2013-12-15T11:38:03-08:00,2013-12-15T11:38:03-08:00
145,"Beulah Bondi",invalid,2013-12-15T11:38:03-08:00,2013-12-15T11:38:03-08:00
146,"Lisa Bonet",invalid,2013-12-15T11:38:03-08:00,2013-12-15T11:38:03-08:00
147,"Shirley Booth",invalid,2013-12-15T11:38:03-08:00,2013-12-15T11:38:03-08:00
148,"Olive Borden",invalid,2013-12-15T11:38:03-08:00,2013-12-15T11:38:03-08:00
149,"Michelle Borth",https://twitter.com/michelleborth,2013-12-15T11:38:03-08:00,2013-12-15T11:38:03-08:00
150,"Rachel Boston",https://twitter.com/rachelboston,2013-12-15T11:38:03-08:00,2013-12-15T11:38:03-08:00
151,"Kate Bosworth",https://twitter.com/katebosworth,2013-12-15T11:38:03-08:00,2013-12-15T11:38:03-08:00
152,"Barbara Bouchet",invalid,2013-12-15T11:38:04-08:00,2013-12-15T11:38:04-08:00
153,"Clara Bow",invalid,2013-12-15T11:38:04-08:00,2013-12-15T11:38:04-08:00
154,"Katrina Bowden",https://twitter.com/KatrinaKBowden,2013-12-15T11:38:04-08:00,2013-12-15T11:38:04-08:00
155,"Andrea Bowen",https://twitter.com/Andiebo,2013-12-15T11:38:04-08:00,2013-12-15T11:38:04-08:00
156,"Julie Bowen",https://twitter.com/itsJulieBowen,2013-12-15T11:38:04-08:00,2013-12-15T11:38:04-08:00
157,"Lara Flynn Boyle",invalid,2013-12-15T11:38:04-08:00,2013-12-15T11:38:04-08:00
158,"Lorraine Bracco",https://twitter.com/Lorraine_Bracco,2013-12-15T11:38:04-08:00,2013-12-15T11:38:04-08:00
159,"Alice Brady",invalid,2013-12-15T11:38:04-08:00,2013-12-15T11:38:04-08:00
160,"Alexandra Breckenridge",https://twitter.com/alexandrabreck1,2013-12-15T11:38:04-08:00,2013-12-15T11:38:04-08:00
161,"Eileen Brennan",invalid,2013-12-15T11:38:04-08:00,2013-12-15T11:38:04-08:00
162,"Amy Brenneman",https://twitter.com/TheAmyBrenneman,2013-12-15T11:38:05-08:00,2013-12-15T11:38:05-08:00
163,"Abigail Breslin",https://twitter.com/yoabbaabba,2013-12-15T11:38:05-08:00,2013-12-15T11:38:05-08:00
164,"Jordana Brewster",https://twitter.com/JordanaBrewster,2013-12-15T11:38:05-08:00,2013-12-15T11:38:05-08:00
165,"Paget Brewster",invalid,2013-12-15T11:38:05-08:00,2013-12-15T11:38:05-08:00
166,"Chloe Bridges",https://twitter.com/chloebridges,2013-12-15T11:38:05-08:00,2013-12-15T11:38:05-08:00
167,"Alison Brie",https://twitter.com/alisonbrie,2013-12-15T11:38:05-08:00,2013-12-15T11:38:05-08:00
168,"Connie Britton",invalid,2013-12-15T11:38:05-08:00,2013-12-15T11:38:05-08:00
169,"Jayne Brook",invalid,2013-12-15T11:38:05-08:00,2013-12-15T11:38:05-08:00
170,"Geraldine Brooks ",invalid,2013-12-15T11:38:05-08:00,2013-12-15T11:38:05-08:00
171,"Louise Brooks",invalid,2013-12-15T11:38:05-08:00,2013-12-15T11:38:05-08:00
172,"Blair Brown",invalid,2013-12-15T11:38:05-08:00,2013-12-15T11:38:05-08:00
173,"Yvette Nicole Brown",https://twitter.com/yvettenbrown,2013-12-15T11:38:06-08:00,2013-12-15T11:38:06-08:00
174,"Leslie Browne",invalid,2013-12-15T11:38:06-08:00,2013-12-15T11:38:06-08:00
175,"Sabrina Bryan",https://twitter.com/SabrinaBryan,2013-12-15T11:38:06-08:00,2013-12-15T11:38:06-08:00
176,"Joy Bryant",https://twitter.com/realjoybryant,2013-12-15T11:38:06-08:00,2013-12-15T11:38:06-08:00
177,"Tara Buck",https://twitter.com/iamtarabuck,2013-12-15T11:38:06-08:00,2013-12-15T11:38:06-08:00
178,"Betty Buckley",https://twitter.com/BettyBuckley,2013-12-15T11:38:06-08:00,2013-12-15T11:38:06-08:00
179,"Sandra Bullock",invalid,2013-12-15T11:38:06-08:00,2013-12-15T11:38:06-08:00
180,"Billie Burke",https://twitter.com/billy_burke,2013-12-15T11:38:06-08:00,2013-12-15T11:38:06-08:00
181,"Delta Burke",invalid,2013-12-15T11:38:06-08:00,2013-12-15T11:38:06-08:00
182,"Carol Burnett",invalid,2013-12-15T11:38:06-08:00,2013-12-15T11:38:06-08:00
183,"Brooke Burns",https://twitter.com/BrookeBurns,2013-12-15T11:38:07-08:00,2013-12-15T11:38:07-08:00
184,"Catherine Burns",invalid,2013-12-15T11:38:07-08:00,2013-12-15T11:38:07-08:00
185,"Ellen Burstyn",invalid,2013-12-15T11:38:07-08:00,2013-12-15T11:38:07-08:00
186,"Hilarie Burton",invalid,2013-12-15T11:38:07-08:00,2013-12-15T11:38:07-08:00
187,"Sophia Bush",https://twitter.com/SophiaBush,2013-12-15T11:38:07-08:00,2013-12-15T11:38:07-08:00
188,"Brett Butler ",invalid,2013-12-15T11:38:07-08:00,2013-12-15T11:38:07-08:00
189,"Yancy Butler",invalid,2013-12-15T11:38:07-08:00,2013-12-15T11:38:07-08:00
190,"Spring Byington",invalid,2013-12-15T11:38:07-08:00,2013-12-15T11:38:07-08:00
191,"Amanda Bynes",https://twitter.com/amandabynes,2013-12-15T11:38:07-08:00,2013-12-15T11:38:07-08:00
192,"Marion Byron",invalid,2013-12-15T11:38:07-08:00,2013-12-15T11:38:07-08:00
193,"Sarah Wayne Callies",invalid,2013-12-15T11:38:07-08:00,2013-12-15T11:38:07-08:00
194,"Anna Camp",https://twitter.com/TheRealAnnaCamp,2013-12-15T11:38:08-08:00,2013-12-15T11:38:08-08:00
195,"Tisha Campbell",invalid,2013-12-15T11:38:08-08:00,2013-12-15T11:38:08-08:00
196,"Dyan Cannon",invalid,2013-12-15T11:38:08-08:00,2013-12-15T11:38:08-08:00
197,"Lizzy Caplan",invalid,2013-12-15T11:38:08-08:00,2013-12-15T11:38:08-08:00
198,"Kate Capshaw",invalid,2013-12-15T11:38:08-08:00,2013-12-15T11:38:08-08:00
199,"Irene Cara",https://twitter.com/Irene_Cara,2013-12-15T11:38:08-08:00,2013-12-15T11:38:08-08:00
200,"Gina Carano",https://twitter.com/ginacarano,2013-12-15T11:38:08-08:00,2013-12-15T11:38:08-08:00
201,"Linda Cardellini",invalid,2013-12-15T11:38:08-08:00,2013-12-15T11:38:08-08:00
202,"Lynn Carlin",invalid,2013-12-15T11:38:08-08:00,2013-12-15T11:38:08-08:00
203,"Kitty Carlisle",invalid,2013-12-15T11:38:08-08:00,2013-12-15T11:38:08-08:00
204,"Kelly Carlson",invalid,2013-12-15T11:38:08-08:00,2013-12-15T11:38:08-08:00
205,"Sue Carol",invalid,2013-12-15T11:38:09-08:00,2013-12-15T11:38:09-08:00
206,"Charisma Carpenter",https://twitter.com/AllCharisma,2013-12-15T11:38:09-08:00,2013-12-15T11:38:09-08:00
207,"Jennifer Carpenter",https://twitter.com/J2thecarpenter,2013-12-15T11:38:09-08:00,2013-12-15T11:38:09-08:00
208,"Barbara Carrera",invalid,2013-12-15T11:38:09-08:00,2013-12-15T11:38:09-08:00
209,"Tia Carrere",https://twitter.com/TiaCarrere,2013-12-15T11:38:09-08:00,2013-12-15T11:38:09-08:00
210,"Dixie Carter",https://twitter.com/TNADixie,2013-12-15T11:38:09-08:00,2013-12-15T11:38:09-08:00
211,"Lynda Carter",invalid,2013-12-15T11:38:09-08:00,2013-12-15T11:38:09-08:00
212,"Diahann Carroll",invalid,2013-12-15T11:38:09-08:00,2013-12-15T11:38:09-08:00
213,"Madeline Carroll",https://twitter.com/IMMaddieCarroll,2013-12-15T11:38:09-08:00,2013-12-15T11:38:09-08:00
214,"Nancy Carroll",invalid,2013-12-15T11:38:09-08:00,2013-12-15T11:38:09-08:00
215,"Rosalind Cash",invalid,2013-12-15T11:38:09-08:00,2013-12-15T11:38:09-08:00
216,"Peggy Cass",invalid,2013-12-15T11:38:10-08:00,2013-12-15T11:38:10-08:00
217,"Joanna Cassidy",invalid,2013-12-15T11:38:10-08:00,2013-12-15T11:38:10-08:00
218,"Katie Cassidy",https://twitter.com/MzKatieCassidy,2013-12-15T11:38:10-08:00,2013-12-15T11:38:10-08:00
219,"Peggie Castle",invalid,2013-12-15T11:38:10-08:00,2013-12-15T11:38:10-08:00
220,"Phoebe Cates",invalid,2013-12-15T11:38:10-08:00,2013-12-15T11:38:10-08:00
221,"Jessica Cauffiel",invalid,2013-12-15T11:38:10-08:00,2013-12-15T11:38:10-08:00
222,"Emma Caulfield",https://twitter.com/emmacaulfield,2013-12-15T11:38:10-08:00,2013-12-15T11:38:10-08:00
223,"Lacey Chabert",https://twitter.com/IamLaceyChabert,2013-12-15T11:38:10-08:00,2013-12-15T11:38:10-08:00
224,"Carol Channing",invalid,2013-12-15T11:38:10-08:00,2013-12-15T11:38:10-08:00
225,"Stockard Channing",invalid,2013-12-15T11:38:10-08:00,2013-12-15T11:38:10-08:00
226,"Cyd Charisse",invalid,2013-12-15T11:38:11-08:00,2013-12-15T11:38:11-08:00
227,"Daveigh Chase",invalid,2013-12-15T11:38:11-08:00,2013-12-15T11:38:11-08:00
228,"Jessica Chastain",https://twitter.com/gabeliedman,2013-12-15T11:38:11-08:00,2013-12-15T11:38:11-08:00
229,"Ruth Chatterton",invalid,2013-12-15T11:38:11-08:00,2013-12-15T11:38:11-08:00
230,"Kristin Chenoweth",https://twitter.com/KChenoweth,2013-12-15T11:38:11-08:00,2013-12-15T11:38:11-08:00
231,Cher,https://twitter.com/cher,2013-12-15T11:38:11-08:00,2013-12-15T11:38:11-08:00
232,"Vanessa Lee Chester",invalid,2013-12-15T11:38:11-08:00,2013-12-15T11:38:11-08:00
233,"Anna Chlumsky",https://twitter.com/AnnaChlumsky,2013-12-15T11:38:11-08:00,2013-12-15T11:38:11-08:00
234,"Erika Christensen",https://twitter.com/ERIKAjaneC,2013-12-15T11:38:11-08:00,2013-12-15T11:38:11-08:00
235,"Claudia Christian",invalid,2013-12-15T11:38:11-08:00,2013-12-15T11:38:11-08:00
236,"Jamie Chung",https://twitter.com/jamiechung1,2013-12-15T11:38:11-08:00,2013-12-15T11:38:11-08:00
237,"Candy Clark",invalid,2013-12-15T11:38:11-08:00,2013-12-15T11:38:11-08:00
238,"Judy Clark",https://twitter.com/WEAUClark,2013-12-15T11:38:12-08:00,2013-12-15T11:38:12-08:00
239,"Melinda Clarke",https://twitter.com/TheRealMsClarke,2013-12-15T11:38:12-08:00,2013-12-15T11:38:12-08:00
240,"Sarah Clarke",https://twitter.com/seclarke,2013-12-15T11:38:12-08:00,2013-12-15T11:38:12-08:00
241,"Patricia Clarkson",invalid,2013-12-15T11:38:12-08:00,2013-12-15T11:38:12-08:00
242,"Jill Clayburgh",invalid,2013-12-15T11:38:12-08:00,2013-12-15T11:38:12-08:00
243,"Rosemary Clooney",invalid,2013-12-15T11:38:12-08:00,2013-12-15T11:38:12-08:00
244,"Glenn Close",invalid,2013-12-15T11:38:12-08:00,2013-12-15T11:38:12-08:00
245,"Lauren Cohan",https://twitter.com/LaurenCohan,2013-12-15T11:38:12-08:00,2013-12-15T11:38:12-08:00
246,"Claudette Colbert",invalid,2013-12-15T11:38:12-08:00,2013-12-15T11:38:12-08:00
247,"Taylor Cole",https://twitter.com/TaylorCole,2013-12-15T11:38:12-08:00,2013-12-15T11:38:12-08:00
248,"Holliston Coleman",invalid,2013-12-15T11:38:12-08:00,2013-12-15T11:38:12-08:00
249,"Kim Coles",https://twitter.com/kimcoles,2013-12-15T11:38:13-08:00,2013-12-15T11:38:13-08:00
250,"Lynn Collins",https://twitter.com/lynncollins7,2013-12-15T11:38:13-08:00,2013-12-15T11:38:13-08:00
251,"Holly Marie Combs",https://twitter.com/H_Combs,2013-12-15T11:38:13-08:00,2013-12-15T11:38:13-08:00
252,"Betty Compson",invalid,2013-12-15T11:38:13-08:00,2013-12-15T11:38:13-08:00
253,"Jennifer Connelly",invalid,2013-12-15T11:38:13-08:00,2013-12-15T11:38:13-08:00
254,"Rachael Leigh Cook",https://twitter.com/RachaelLCook,2013-12-15T11:38:13-08:00,2013-12-15T11:38:13-08:00
255,"Jennifer Coolidge",https://twitter.com/JENCOOLIDGE,2013-12-15T11:38:13-08:00,2013-12-15T11:38:13-08:00
256,"Ellen Corby",https://twitter.com/CorbisImages,2013-12-15T11:38:13-08:00,2013-12-15T11:38:13-08:00
257,"Mara Corday",invalid,2013-12-15T11:38:13-08:00,2013-12-15T11:38:13-08:00
258,"Miranda Cosgrove",https://twitter.com/MirandaCosgrove,2013-12-15T11:38:13-08:00,2013-12-15T11:38:13-08:00
